task_id,title,task_category,priority_level,assigned_to,creation_date,completion_date,actual_duration_days,delay_label,has_urgent_tag
2,Flutter initiate,tech,medium,Developer_A,2024-10-18 10:23:35,2024-11-20 17:29:55,33.29606481481481,on_time,0
3,Login Screen - 1,tech,medium,Developer_B,2024-10-18 10:29:40,2024-11-20 17:29:49,33.29177083333333,on_time,0
4,Backend login API,tech,medium,Developer_A,2024-10-18 10:29:51,2024-10-31 18:43:54,13.343090277777778,on_time,0
5,Login Screen - 2,tech,medium,Developer_A,2024-10-18 10:32:40,2024-11-20 17:29:53,33.2897337962963,on_time,0
6,Sollen Genel Tanıtım Dosyası - 1,product,medium,Developer_C,2024-10-18 10:37:26,2024-11-24 14:40:21,37.168692129629626,on_time,0
9,Logonun Finalize olması,design,medium,Developer_D,2024-10-18 10:39:23,2024-11-15 17:07:25,28.269467592592594,delayed,0
10,Backend modellerinin kararlı hale getirilmesi,tech,medium,Developer_A,2024-10-23 13:06:33,2025-01-03 18:04:51,72.20715277777778,delayed,0
11,modellerin update'leri ve authorization ayarlanması,tech,medium,Developer_A,2024-10-23 13:07:45,2025-02-05 20:23:17,105.3024537037037,delayed,0
15,repeated ve unnecessary dosya temizliği,tech,medium,Developer_A,2024-10-23 13:08:38,2025-01-03 18:04:57,72.20577546296296,delayed,0
17,logo ve iconlar tasarımdan alınıp ui'a ekleme,tech,medium,Developer_E,2024-10-23 13:09:51,2025-08-14 13:38:59,295.02023148148146,delayed,0
18,içeri dallanan sayfalar ekleme (UI),tech,medium,Developer_A,2024-10-23 13:10:02,2025-02-10 20:10:53,110.29225694444445,delayed,0
19,içeri dallanan sayfalar ekleme (functional),tech,medium,Developer_A,2024-10-23 13:10:24,2025-05-29 19:09:35,218.24943287037038,delayed,0
20,navbar sayfaları ekleme,tech,medium,Developer_A,2024-10-23 13:10:36,2025-05-29 19:10:12,218.24972222222223,delayed,0
22,database structure oluşturma,tech,medium,Developer_A,2024-10-24 19:15:54,2025-01-03 18:04:53,70.95068287037037,delayed,0
24,"Hedef Sektörlerin Pazar Büyüklüklerinin Araştırılması ve Hesaplanması, Pazar Alanının Belirlenmesi",research,high,Developer_F,2024-10-24 19:33:57,2024-11-24 21:19:09,31.073055555555555,delayed,0
28,Logo Taslak-1,design,medium,Developer_D,2024-10-31 13:35:53,2024-10-31 19:16:46,0.23672453703703702,on_time,0
29,Renk Paleti,design,medium,Developer_D,2024-10-31 13:36:05,2024-10-31 19:16:40,0.23651620370370371,on_time,0
30,İlk kayıt kısmı-taslak1-Ara yüz tasarım,design,medium,Developer_D,2024-10-31 13:36:26,2024-11-04 23:55:58,4.430231481481481,on_time,0
31,Ana Sayfa-taslak1-Ara yüz tasarım,design,medium,Developer_D,2024-10-31 13:36:54,2024-11-04 23:51:58,4.427129629629629,on_time,0
32,İrtibat Sorumluları kısımları-taslak1-Ara yüz tasarım,design,medium,Developer_D,2024-10-31 13:37:38,2024-11-04 23:52:54,4.4272685185185185,on_time,0
34, *Acil durum çantası sayfa-taslak1- ara yüz tasarım,design,medium,Developer_D,2024-10-31 15:18:51,2024-11-05 15:22:19,5.002407407407407,on_time,0
35,Eğitimler sayfa-taslak1- ara yüz tasarım,design,medium,Developer_D,2024-10-31 15:22:57,2024-11-05 15:22:23,4.999606481481481,on_time,0
42,Dashboard ekranının oluşturulması ve hizalamalarının ayarlanması,tech,medium,Developer_A,2024-10-31 18:37:12,2024-11-20 17:29:41,19.953113425925928,on_time,0
43,Dashboard ekranına online map eklenmesi,tech,medium,Developer_A,2024-10-31 18:37:53,2024-11-20 17:29:44,19.952673611111113,on_time,0
44,Dashboard ekranın left side menu eklenmesi ve verinin dinamik şekilde oluşmasının sağlanması (modelview setup),tech,medium,Developer_A,2024-10-31 18:42:26,2024-11-20 17:29:46,19.949537037037036,on_time,0
47,*Figma Sembol Çizimleri ,design,medium,Developer_D,2024-10-31 19:23:23,2024-11-05 15:22:11,4.8325,on_time,0
54,AR-GE ve İş Geliştirme Başta Şirket Dokümanlarının Drive veya Azure'de Toparlanması,research,medium,Developer_F,2024-10-31 23:40:54,2024-11-24 21:18:58,23.901435185185186,delayed,0
61,Information Page-taslak1-ara yüz tasarım,design,medium,Developer_D,2024-11-05 14:42:32,2024-11-05 15:37:27,0.03813657407407407,on_time,0
62,Sollen Kurumsal Kimlik Elementleri-Dosya ve defter,design,medium,Developer_D,2024-11-05 14:50:36,2024-11-07 19:32:14,2.1955787037037036,on_time,0
68,sucool - fikir madenciliği workshopuna katılım,operations,medium,Developer_G,2024-11-07 14:17:02,2024-11-07 19:25:53,0.21447916666666667,on_time,0
69,sucool - fikir madenciliği workshopuna katılım,operations,medium,Developer_B,2024-11-07 14:17:11,2024-11-07 19:25:52,0.21436342592592592,on_time,0
70,sucool - fikir madenciliği workshopuna katılım,operations,medium,Developer_A,2024-11-07 14:17:29,2024-11-07 19:25:54,0.21417824074074074,on_time,0
71,sucool - fikir madenciliği workshopuna katılım,operations,medium,Developer_D,2024-11-07 14:17:36,2024-11-07 19:25:56,0.21412037037037038,on_time,0
72,sucool - fikir madenciliği workshopuna katılım,operations,medium,Developer_C,2024-11-07 14:17:43,2024-11-07 19:25:55,0.2140277777777778,on_time,0
73,sucool - fikir madenciliği workshopuna katılım,operations,medium,Developer_H,2024-11-07 14:17:53,2024-11-07 19:25:50,0.21385416666666668,on_time,0
74,sucool - fikir madenciliği workshopuna katılım,operations,medium,Developer_F,2024-11-07 14:18:07,2024-11-07 19:25:50,0.21369212962962963,on_time,0
75,Sollen 5 Ürün-Kurumsal Kimlik-Logo texture-Bez çanta-Tişört,design,medium,Developer_D,2024-11-07 19:31:29,2024-12-05 20:31:38,28.041770833333334,delayed,0
76,AI entegrasyon alanlarının tartışılması,research,medium,Developer_F,2024-11-07 19:33:05,2024-12-04 22:51:34,27.137835648148148,delayed,0
77,Sigorta Şirketlerinin IK ve ISG birimlerinde iletişim bulma,research,medium,Developer_H,2024-11-07 19:34:06,2025-02-06 00:37:51,90.2109375,delayed,0
78,2209 araştırılması a/b,research,medium,Unassigned,2024-11-07 19:35:10,2024-11-24 21:23:08,17.07497685185185,delayed,0
79,finansal planlama taslağı,product,medium,Developer_C,2024-11-07 19:36:25,2025-02-03 20:09:05,88.02268518518518,delayed,0
80,Sollen one-pager,product,medium,Developer_C,2024-11-07 19:40:09,2024-12-11 02:02:00,33.26517361111111,on_time,0
81,cafer-businness canvas,product,medium,Developer_I,2024-11-07 19:40:39,2025-02-03 20:09:04,88.0197337962963,delayed,0
82,sollen ai training,operations,medium,Developer_G,2024-11-07 19:41:12,2024-11-14 16:29:08,6.86662037037037,on_time,0
83,app içerisindeki font'ların stabilizasyonu,design,low,Developer_D,2024-11-10 14:52:50,2024-11-18 22:00:47,8.2971875,on_time,1
86,Figma SEMBOLller Dosa Ayırma ,design,medium,Developer_D,2024-11-12 10:30:45,2024-11-14 19:13:50,2.363252314814815,on_time,0
88,Sollen Uygulama Telefon üzerinde Mockup,design,medium,Developer_D,2024-11-12 15:55:00,2024-11-14 19:13:46,2.1380324074074073,on_time,0
91,2209b lora formu oluşturulması,tech,medium,Developer_A,2024-11-14 18:58:06,2025-01-03 18:08:05,49.965266203703706,delayed,0
92,2209a cafer formu doldurulması,tech,medium,Developer_A,2024-11-14 18:58:44,2025-01-03 18:08:03,49.96480324074074,delayed,0
93,"Dosya Organizasyonunun Güncellenebilmesi İçin Bir GPT Oluşturulması, Test Edilmesi ve Linkinin Paylaşımı",research,medium,Developer_F,2024-11-17 22:58:24,2024-11-24 21:21:05,6.932418981481481,on_time,0
94,Kurumsal Elementler- matara- first aid-sırt çanta,design,medium,Developer_D,2024-11-18 21:56:05,2024-11-18 22:00:55,0.0033564814814814816,on_time,0
95,sunum güncelleme-deneme,design,medium,Developer_D,2024-11-18 21:57:03,2024-12-05 20:50:41,16.953912037037036,on_time,0
97,Websitesi & SM Blog Yazıları - Blog Yazılabilecek Konuların Belirlenmesi ve Araştırılması,research,medium,Developer_F,2024-11-19 19:21:26,2024-12-13 01:13:16,23.244328703703705,delayed,0
100,"Mevcut Tasarımların Drive'daki ""Tasarım"" Ortak Dosyasına Kopyalanması ve Organizasyonu",research,medium,Developer_F,2024-11-19 19:24:31,2024-11-26 18:44:29,6.972199074074074,on_time,0
101,özgehan ile buluşma,research,medium,Developer_G,2024-11-19 20:50:55,2025-01-24 19:47:38,65.95605324074074,delayed,0
103,cafer-one pager,product,medium,Developer_I,2024-11-19 21:05:42,2025-02-03 20:09:06,75.96069444444444,delayed,0
104,ISGenius - one pager,product,medium,Developer_C,2024-11-19 21:05:53,2024-12-04 18:28:59,14.891041666666666,on_time,0
105,ISGenius - businness canvas,product,medium,Developer_C,2024-11-19 21:07:51,2025-02-03 20:09:07,75.95921296296297,delayed,0
106,BIGG3INN araştırması,product,medium,Developer_C,2024-11-20 17:07:51,2024-12-04 18:28:38,14.056099537037037,on_time,0
111,Sunum revizesi,product,medium,Developer_C,2024-12-04 18:28:10,2024-12-11 02:02:10,6.315277777777778,on_time,0
112,Blog ve İçerik Çıkarılırken İzlenecek Yol Haritasının ve Genel Çerçevenin Belirlenmesi - 1,research,medium,Developer_D,2024-12-04 22:46:27,2024-12-04 22:48:56,0.001724537037037037,on_time,0
113,Blog ve İçerik Çıkarılırken İzlenecek Yol Haritasının ve Genel Çerçevenin Belirlenmesi - 2,research,medium,Developer_C,2024-12-04 22:49:16,2024-12-04 22:50:47,0.0010532407407407407,on_time,0
114,Blog ve İçerik Çıkarılırken İzlenecek Yol Haritasının ve Genel Çerçevenin Belirlenmesi - 3,research,medium,Developer_I,2024-12-04 22:49:21,2024-12-04 22:50:30,0.0007986111111111112,on_time,0
115,AI Entegrasyon Alanlarının Tartışılması,research,medium,Developer_A,2024-12-04 22:51:25,2024-12-04 22:52:28,0.0007291666666666667,on_time,0
116,AI Entegrasyon Alanlarının Tartışılması -1 ,research,medium,Developer_B,2024-12-04 22:52:59,2024-12-04 22:53:16,0.00019675925925925926,on_time,0
118,UI-tatbikatlar-eşleşme-tahliye-ticket-bildirimler-duyurular,design,medium,Developer_D,2024-12-05 20:33:44,2025-02-05 20:39:34,62.004050925925924,delayed,0
119,Create/Update User model with Pydantic,tech,medium,Developer_A,2024-12-05 21:01:40,2025-01-03 18:05:15,28.877488425925925,on_time,0
120,Added user status and mode enums,tech,medium,Developer_A,2024-12-05 21:02:14,2025-01-03 18:05:26,28.877222222222223,on_time,0
121,Updated location model to use GeoJSON,tech,medium,Developer_A,2024-12-05 21:02:21,2025-01-03 18:05:38,28.877280092592592,on_time,0
122,Added check-in and location update timestamps,tech,medium,Developer_A,2024-12-05 21:02:36,2025-01-03 18:05:59,28.877349537037038,on_time,0
123,Create/Update Company model,tech,medium,Developer_A,2024-12-05 21:02:43,2025-01-03 18:06:05,28.87733796296296,on_time,0
124,Added detailed floor plan model,tech,medium,Developer_A,2024-12-05 21:02:50,2025-01-03 18:06:09,28.87730324074074,on_time,0
125,Added evacuation point model with pixel and GPS coordinates,tech,medium,Developer_A,2024-12-05 21:02:57,2025-01-03 18:06:17,28.877314814814813,on_time,0
126,Create Location model for coordinates,tech,medium,Developer_A,2024-12-05 21:03:21,2025-01-03 18:06:23,28.87710648148148,on_time,0
127,User registration endpoint,tech,medium,Developer_A,2024-12-05 21:03:33,2025-01-03 18:06:40,28.877164351851853,on_time,0
128,Profile update endpoint,tech,medium,Developer_A,2024-12-05 21:03:40,2025-01-03 18:06:47,28.877164351851853,on_time,0
129,Company registration endpoint,tech,medium,Developer_A,2024-12-05 21:03:57,2025-01-03 18:06:54,28.87704861111111,on_time,0
130,Floor plan management endpoints,tech,medium,Developer_A,2024-12-05 21:04:04,2025-01-03 18:06:59,28.877025462962962,on_time,0
131,Evacuation point management endpoints,tech,medium,Developer_A,2024-12-05 21:04:13,2025-01-03 18:07:04,28.87697916666667,on_time,0
132,Disaster Mode activation/deactivation endpoint,tech,medium,Developer_A,2024-12-05 21:04:37,2025-01-03 18:07:13,28.876805555555556,on_time,0
133,MongoDB geospatial indexing setup,tech,medium,Developer_A,2024-12-05 21:05:07,2025-01-03 18:07:20,28.876539351851854,on_time,0
134,Document upload/download system,tech,medium,Developer_A,2024-12-05 21:05:19,2025-01-03 18:07:24,28.87644675925926,on_time,0
135,Floor plan image processing,tech,medium,Developer_A,2024-12-05 21:05:29,2025-01-03 18:07:31,28.87641203703704,on_time,0
136,Unit Tests,tech,medium,Developer_A,2024-12-05 21:05:49,2025-01-03 18:07:44,28.876331018518517,on_time,0
137,Model validation tests,tech,medium,Developer_A,2024-12-05 21:05:56,2025-01-03 18:07:37,28.87616898148148,on_time,0
138,API endpoint tests,tech,medium,Developer_A,2024-12-05 21:06:06,2025-01-03 18:07:49,28.87619212962963,on_time,0
141, File upload/download tests,tech,medium,Developer_J,2024-12-05 21:06:35,2025-02-25 10:55:11,81.57541666666667,delayed,0
142,Finansal gider tablosuna göre gelir planlama - 1,product,medium,Developer_I,2024-12-07 15:43:36,2025-02-03 20:10:13,58.185150462962966,delayed,0
143,Finansal gider tablosuna göre gelir hesaplama - 2,product,medium,Developer_C,2024-12-07 15:43:56,2025-02-03 20:10:08,58.18486111111111,delayed,0
144,ISG masraflarının bulunması,research,high,Developer_F,2024-12-07 15:46:58,2025-01-29 21:01:17,53.218275462962964,delayed,1
145,Afet Durumu - Uygulama Kullanımının ve İşlevinin Aktarılması İçin Öncül Senaryo Araştırması,research,medium,Developer_F,2024-12-07 16:00:12,2024-12-26 18:54:46,19.12122685185185,delayed,0
146,Brand Manual Sollen,design,medium,Developer_D,2024-12-12 19:02:25,2024-12-17 12:43:40,4.736979166666667,on_time,0
147,Sollen canva sunum revize,design,medium,Developer_D,2024-12-12 19:03:01,2024-12-17 12:43:35,4.736504629629629,on_time,0
148,Gebze OSB'lerdeki Şirketlerin Çalışan Sayılarına Göre Listelenmesi,research,medium,Developer_F,2024-12-13 01:10:42,2025-01-29 21:00:15,47.826076388888886,delayed,0
149,Sollen product broşür,design,medium,Developer_D,2024-12-17 12:33:07,2024-12-17 12:43:55,0.0075,on_time,0
150,sollen Brandmanual Mockup ,design,medium,Developer_D,2024-12-17 12:33:28,2024-12-17 12:43:44,0.00712962962962963,on_time,0
151,Websitesi - Seçilen Blog Yazılarının Taslak İçeriklerinin Yazılması,research,medium,Developer_F,2024-12-17 17:09:34,2025-04-11 22:24:57,115.2190162037037,delayed,0
152,Yatay Brand Manuel,design,medium,Developer_D,2024-12-26 17:59:18,2024-12-26 18:01:04,0.0012268518518518518,on_time,0
153,Türkçe SLM ön araştırması,tech,medium,Developer_A,2024-12-26 18:34:37,2025-01-03 18:10:27,7.983217592592593,on_time,0
155,Senaryo Araştırması - Röportajlar İçin Taslak Doküman Oluşturma,research,medium,Developer_F,2024-12-26 19:17:40,2025-01-02 00:13:27,6.205405092592593,on_time,0
156,tişört baskı araştırma,operations,medium,Developer_H,2024-12-26 19:26:09,2025-01-24 19:56:42,29.021215277777777,delayed,0
158,KARTLARA SP VERMEK!!!!!,tech,medium,Developer_A,2024-12-26 19:41:58,2025-01-24 19:42:52,29.000625,on_time,1
160,Match frontend with the auth updates from the backend,tech,medium,Developer_A,2025-01-03 18:17:52,2025-02-05 20:23:41,33.08737268518519,on_time,0
161,Onboarding-eğitim,tech,medium,Developer_A,2025-01-24 19:43:34,2025-01-29 20:11:55,5.0196875,on_time,0
163,Uydu araştırması - 2,research,medium,Developer_F,2025-01-24 19:44:44,2025-01-29 20:59:09,5.051678240740741,on_time,0
166,linktree,product,medium,Developer_I,2025-01-24 19:48:40,2025-02-07 21:58:56,14.090462962962963,on_time,0
167,TÜBİTAK araştırma süreci ön planlama,research,medium,Developer_F,2025-01-24 19:59:17,2025-02-05 20:31:54,12.022650462962963,on_time,0
168,onboarding toplantısı,tech,medium,Developer_E,2025-01-29 20:15:01,2025-01-29 20:35:19,0.014097222222222223,on_time,0
169,onboarding toplantısı ,tech,medium,Developer_J,2025-01-29 20:15:29,2025-01-29 20:35:17,0.01375,on_time,0
170,afad eğitimleri,operations,medium,Developer_A,2025-01-29 20:16:14,2025-02-22 18:17:21,23.91744212962963,delayed,0
171,afad eğitimleri,operations,medium,Developer_F,2025-01-29 20:16:16,2025-02-07 21:49:24,9.064675925925926,on_time,0
172,afad eğitimleri,operations,medium,Developer_C,2025-01-29 20:16:18,2025-04-11 20:23:18,72.00486111111111,delayed,0
174,afad eğitimleri,operations,medium,Developer_E,2025-01-29 20:16:24,2025-02-07 21:50:35,9.065405092592593,on_time,0
175,afad eğitimleri,operations,medium,Developer_J,2025-01-29 20:16:26,2025-02-03 20:19:52,5.00238425925926,on_time,0
176,afad eğitimleri,operations,medium,Developer_H,2025-01-29 20:16:28,2025-02-10 20:05:32,11.992407407407407,on_time,0
178,linkedın pazarlama araştırması,product,medium,Developer_C,2025-01-29 20:34:16,2025-04-11 20:21:34,71.99118055555556,delayed,0
179,cv ekleme görüşmesi,research,medium,Developer_F,2025-01-29 20:38:09,2025-02-07 21:23:53,9.031759259259259,on_time,0
180,cv ekleme görüşmesi,research,medium,Developer_H,2025-01-29 20:38:14,2025-02-07 21:48:45,9.048969907407407,on_time,0
181,linktree tasarımları,design,medium,Developer_D,2025-01-29 20:38:39,2025-02-10 20:08:12,11.978854166666666,on_time,0
182,Bedirhana tişört tasarımı yollanacak,design,medium,Developer_D,2025-02-03 20:04:26,2025-02-10 20:08:07,7.002557870370371,on_time,0
183,Fix UI and backend connection,tech,medium,Developer_A,2025-02-03 20:04:50,2025-02-05 20:23:23,2.0128819444444446,on_time,0
184,create a list of endpoints in backend api in markwon form with their explanations,tech,medium,Developer_J,2025-02-04 23:17:57,2025-05-15 18:45:35,99.81085648148148,delayed,0
185,do research on how to publish ios applications to the apple market,tech,medium,Developer_E,2025-02-04 23:18:36,2025-02-09 16:52:51,4.7321180555555555,on_time,0
186,İkonlar SVG,design,medium,Developer_D,2025-02-05 21:00:34,2025-04-09 22:07:52,63.04673611111111,delayed,0
187,Herkes CVsini gülihalin attığı drive'a yükleyecek,research,medium,Developer_F,2025-02-07 21:51:12,2025-02-17 20:40:37,9.950983796296295,on_time,0
190,conenct domains to wix and handle creds and connections,tech,medium,Developer_A,2025-02-08 16:48:16,2025-02-08 16:49:15,0.0006828703703703704,on_time,0
193,flutter tutorial izleme: https://www.youtube.com/watch?v=3kaGC_DrUnw,tech,medium,Developer_J,2025-02-09 16:58:32,2025-05-15 18:45:25,95.07422453703704,delayed,0
194,front endde displaylenen user infolarını backendden çekmek,tech,medium,Developer_E,2025-02-10 20:06:46,2025-08-14 13:39:44,184.73122685185186,delayed,0
195,product ile dosya düzenleme-tasarım ,design,medium,Developer_D,2025-02-10 20:08:36,2025-05-07 20:24:25,86.0109837962963,delayed,0
196,web sitesi içerik ve eklemeler planlaması ,design,medium,Developer_D,2025-02-10 20:08:53,2025-02-21 20:23:38,11.010243055555556,on_time,0
197,Blog İçerikleri Uygulama Aşamasının Standardizasyonu ve Organizasyonu,research,medium,Developer_F,2025-02-12 17:07:04,2025-04-09 22:07:32,56.20865740740741,delayed,0
198,Proje sunumu hazırlanması,product,medium,Developer_C,2025-02-12 19:35:44,2025-04-11 20:21:27,58.03174768518519,delayed,0
199,Proje sunumu hazırlanması / Yapılmadı 13.04.2025,product,medium,Developer_I,2025-02-12 19:35:47,2026-01-21 20:05:12,343.0204282407407,delayed,0
200,ChatGPT ile sohbetlerin verimliliğinin arttırılması adına standart bir büyük özet prompt oluşturulması,research,medium,Unassigned,2025-02-13 00:08:52,2025-02-14 22:18:42,1.9234953703703703,on_time,0
202,flutter tutorial izleme: https://www.youtube.com/watch?v=3kaGC_DrUnw,tech,medium,Developer_K,2025-02-18 20:45:41,2025-05-01 13:34:59,71.70090277777778,delayed,0
203,TÜBİTAK Konuları Uyumluluk Analizi,research,medium,Developer_F,2025-02-21 20:22:22,2025-02-21 20:23:42,0.000925925925925926,on_time,0
204,SAR Uygulaması Karşılaştırma,research,medium,Developer_F,2025-02-21 20:22:40,2025-02-24 20:34:08,3.007962962962963,on_time,0
205,Wix Blog,design,medium,Developer_D,2025-02-21 20:23:00,2025-05-07 20:24:31,75.00105324074075,delayed,0
206,DisasTech Rakip Analizi,research,medium,Developer_F,2025-02-24 20:38:55,2025-02-24 20:42:48,0.0026967592592592594,on_time,0
207,"do research on ""bluetooth le location""",tech,medium,Developer_K,2025-02-27 10:21:15,2025-04-13 20:21:29,45.4168287037037,delayed,0
208,"do research on ""utra wide band location""",tech,medium,Developer_E,2025-02-27 10:21:31,2025-04-13 20:21:35,45.41671296296296,delayed,0
209,"do research on ""wifi triangulation location""",tech,medium,Developer_J,2025-02-27 10:21:53,2025-04-22 14:29:44,54.17211805555556,delayed,0
211,Özgehan Abilerle toplantı,research,medium,Unassigned,2025-02-28 19:57:06,2025-04-11 21:00:29,42.044016203703706,delayed,0
212,DisasTech AI Rakip Analizi Geliştirilmesi,research,medium,Developer_C,2025-02-28 19:57:31,2025-04-11 20:22:30,42.017349537037035,delayed,0
213,Intense AI Rakip Analizi,research,medium,Developer_C,2025-02-28 19:57:46,2025-04-11 20:22:34,42.01722222222222,delayed,0
214,SOM-SAM-TAM Hesaplanması ve Segment & Pazarın Belirlenmesi,research,medium,Developer_F,2025-02-28 19:59:00,2025-04-09 22:06:00,40.08819444444445,delayed,0
216,DisasTech AI Rakip Analizi Geliştirilmesi,research,medium,Developer_F,2025-02-28 20:02:03,2025-04-09 22:06:52,40.08667824074074,delayed,0
218,PATENT Arastırma,design,medium,Developer_D,2025-04-09 22:08:24,2025-05-07 20:23:56,27.927453703703705,delayed,0
219,Tech-bilgisayar panel için toplantı,design,medium,Developer_D,2025-04-09 22:08:39,2025-05-07 20:24:43,27.927824074074074,delayed,0
220,"BIGG3IN: 1.4, 1.5, 1.6, 4.5, 5.1 ve genel düzenlemeler",operations,medium,Developer_F,2025-04-13 13:23:09,2025-04-13 13:24:01,0.0006018518518518519,on_time,0
221,Frozen kategorisi ekle backlog içerisine,operations,medium,Developer_H,2025-04-16 21:31:33,2025-05-29 19:18:09,42.90736111111111,delayed,0
222,bora system check,tech,medium,Developer_J,2025-04-17 11:25:24,2025-04-22 14:29:36,5.127916666666667,on_time,0
223,dediş system check,tech,medium,Developer_K,2025-04-17 11:25:31,2025-04-22 14:29:32,5.127789351851852,on_time,0
225,create the tech roadmap document,operations,medium,Developer_A,2025-04-17 13:52:48,2025-05-07 19:45:00,20.244583333333335,delayed,0
226,drills view UI figma haline getirilmesi,tech,medium,Developer_K,2025-04-23 20:03:42,2025-05-01 10:32:19,7.603206018518518,on_time,0
227,drilss backend implementasyonu,tech,medium,Developer_J,2025-04-23 20:04:05,2025-05-07 20:15:54,14.008206018518518,on_time,0
228,webpage repo init,tech,medium,Developer_A,2025-04-23 20:04:47,2025-05-29 19:09:21,35.96150462962963,on_time,0
229,WEB - Anasayfa,tech,medium,Developer_L,2025-04-23 20:05:15,2025-05-16 18:55:53,22.951828703703704,on_time,0
230,Uzun Blog İçerikleri: İçerik ve Kaynakça Kontrolleri ile Önemli Bilgillerin Listelenmesi,research,medium,Developer_F,2025-04-23 20:50:06,2025-04-23 21:58:09,0.04725694444444444,on_time,0
231,"Blog İçerik Optimizasyonu, Blog Sekmesine Ekleme, SM Ekibine Aktarım, LinkedIn Makalesine Dönüşüm",research,medium,Developer_F,2025-04-23 21:05:55,2025-05-11 15:45:10,17.777256944444446,delayed,0
232,Ar-Ge 2025-2026 İş Planı,research,medium,Developer_F,2025-04-25 01:32:59,2025-05-22 21:16:37,27.821967592592593,delayed,0
233,Blog yazılarının editi ve linkedlne uyarlanması,product,medium,Developer_C,2025-04-28 18:39:58,2025-09-05 13:12:36,129.77266203703704,delayed,0
